label,filename,zero_crossing_rate,zero_crossings,spectrogram,mel_spectrogram,harmonics,perceptual_shock_wave,spectral_centroids,spectral_centroids_delta,spectral_centroids_accelerate,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10,chroma11,chroma12,tempo_bpm,spectral_rolloff,spectral_flux,spectral_bandwidth_2,spectral_bandwidth_3,spectral_bandwidth_4,mfcc0,mfcc_delta_0,mfcc_accelerate_0,mfcc1,mfcc_delta_1,mfcc_accelerate_1,mfcc2,mfcc_delta_2,mfcc_accelerate_2,mfcc3,mfcc_delta_3,mfcc_accelerate_3,mfcc4,mfcc_delta_4,mfcc_accelerate_4,mfcc5,mfcc_delta_5,mfcc_accelerate_5,mfcc6,mfcc_delta_6,mfcc_accelerate_6,mfcc7,mfcc_delta_7,mfcc_accelerate_7,mfcc8,mfcc_delta_8,mfcc_accelerate_8,mfcc9,mfcc_delta_9,mfcc_accelerate_9,mfcc10,mfcc_delta_10,mfcc_accelerate_10,mfcc11,mfcc_delta_11,mfcc_accelerate_11,mfcc12,mfcc_delta_12,mfcc_accelerate_12
disco,disco.00010.wav,0.15030263619006187,99591.0,-35.68592,-39.28641,-0.00024802596,-0.0011982011,2877.407465478847,0.5777119381617766,0.023274705627219634,0.43995792,0.4549552,0.3916275,0.46884185,0.4247164,0.50137186,0.3925004,0.3825614,0.49899545,0.42088136,0.48987842,0.38589743,107.666015625,5865.166570747535,1.3285114,2624.016008286234,3092.8082396999193,3526.4747248887893,-6.7652006,0.13449836,0.021037005,61.12943,-0.030238539,-0.0019519132,-16.672161,-0.0047604633,-0.0004983594,27.438726,-0.00078825274,0.00421472,7.734437,0.0042407974,0.004804314,16.013573,0.011357002,-0.0058052302,4.646263,0.0052192854,-0.00016843987,11.44598,-0.0060495418,-0.007120783,0.34369332,0.013999303,0.001570997,9.835787,0.022287883,0.0019412345,3.1894264,0.009259278,0.0060510547,5.0318027,0.010387559,0.00021730333,-1.8564006,0.009309521,0.004410567
disco,disco.00011.wav,0.1309711547757154,86790.0,-73.86389,-73.6226,-5.8035534e-06,-1.0736829e-05,3132.9752096198536,1.089677572216069,-0.2815678661060064,0.35473377,0.2668348,0.2646496,0.2871941,0.3309382,0.2603344,0.27287257,0.45595944,0.4710041,0.6162578,0.48626184,0.41537616,95.703125,6864.145655089907,1.5161606,3008.0152397325915,3453.2361457805046,3856.0830681033617,-41.31514,0.021566924,0.006797626,62.78868,-0.027704619,0.0055290163,7.3239293,0.02851349,-0.0024909968,12.122529,-0.005638954,0.0058642062,6.358506,0.008333916,0.0032802424,9.252999,-0.019758038,0.0015336116,3.064216,-0.039656825,0.002587547,13.849786,-0.016859261,0.00321401,0.15274537,-0.0026082227,0.007459658,8.056879,-0.016134208,0.005070836,-2.6997385,0.0009414381,0.0030101845,-7.2205544,7.985234e-05,0.0024872702,-3.241377,0.0018641596,0.00345503
disco,disco.00012.wav,0.1314991138599537,87344.0,-38.757053,-37.64645,-0.00040031876,-0.0010047737,2737.358914650989,-0.12623481759749386,-0.5484158707315773,0.5504569,0.42339015,0.37314475,0.3485911,0.4113398,0.34198633,0.34158856,0.48050675,0.4619186,0.5225592,0.42807204,0.45688093,112.34714673913044,5710.012308756511,1.5608975,2613.8040560395066,3116.6064738392374,3573.9811077534387,-57.955585,-0.18949087,-0.0037002594,68.42821,0.005629819,0.017359015,-15.226618,0.028710183,-0.01825886,23.4141,0.0017566924,0.0042912634,14.886023,0.0073205223,0.00079002866,13.217155,0.016325794,-0.00088418764,2.1807864,-0.007813043,-0.006205826,12.793448,0.0051662805,-0.009301453,0.04898057,-0.009550736,-0.0022156565,12.763609,-0.019875756,-0.005801793,0.0070237527,-0.024840888,-0.011920224,3.38002,-0.0038969854,-0.001617228,0.8436664,-0.0011776987,0.0014542512
disco,disco.00013.wav,0.1595289992991106,105713.0,-69.61865,-63.366016,-1.9995157e-06,-6.2631293e-06,3391.3650851073285,-1.0522821630269983,0.5295395238770186,0.26904434,0.31153992,0.38584453,0.4176817,0.5815202,0.49504256,0.47328553,0.48103774,0.44396162,0.45865428,0.35940367,0.38207814,184.5703125,7203.947261093387,1.3031723,3108.93319540748,3519.256603351653,3889.286552316188,-40.076855,0.030605555,-0.02750988,56.219803,0.024730137,-0.011203849,23.692863,-0.0073351525,0.009872618,31.93953,0.019960117,-0.0036452166,2.4548008,0.008799589,-0.0009252217,2.5702763,-0.006242033,0.006226944,-2.4864347,-0.013916662,0.0060631637,3.1007562,0.013508324,0.003765048,1.8817091,0.0050568474,-0.0064475997,3.3470368,-0.0048067234,0.001437478,-0.0018148164,-0.0065890504,0.0025096412,-1.5163456,0.0120703345,0.004694679,-2.451519,0.0039825058,0.004430301
disco,disco.00014.wav,0.156306688999613,103501.0,-38.95813,-69.4601,-0.00024939468,-0.0014752456,3087.4839714263608,-1.2734476114144875,0.24108663325075966,0.55214685,0.32815832,0.29118687,0.38045132,0.41945153,0.6166232,0.42800316,0.41209865,0.43074825,0.4084433,0.55469686,0.41255212,103.359375,6530.043847051567,1.3620007,2812.6634815434513,3248.1130994789046,3641.5186692946527,-23.927662,-0.071881786,0.0064093336,61.220757,0.052073583,-0.008013379,-0.95869905,-0.012131964,0.0093711065,25.331015,-0.0061644977,0.007367809,0.39423472,0.0035844687,0.00042870134,6.0302544,0.0091005815,0.0071609397,2.4890816,0.0111028105,-0.0062786224,6.189192,0.0109327305,-0.006582037,-0.32926697,-0.0024878539,-0.0063897795,9.696876,-0.0032779558,-0.0005614176,-5.5078354,-0.010296841,-0.0034811988,1.0618181,-0.013698291,0.0019386209,-2.4369648,-0.0028381324,-0.0009997627
disco,disco.00015.wav,0.09022704889307812,59813.0,-65.07653,-74.1461,5.482693e-06,-1.1266717e-05,2362.4116322792247,1.245492171339598,0.17004938727195748,0.3926203,0.3219158,0.4653668,0.39072898,0.5191586,0.39711204,0.4520749,0.47867748,0.29876205,0.4464007,0.31371623,0.5006524,123.046875,5439.756743039443,1.4018632,2806.8455040642566,3441.894315449806,4003.5829222684774,-46.762787,0.10889238,0.03815642,103.70078,-0.04865308,-0.008999793,22.12663,-0.035715558,-0.00606586,9.223701,0.0060505783,0.006707845,2.2584798,0.002093804,0.005165005,-4.7948833,-0.0066076554,-0.0007253309,4.798995,-0.014242917,-0.011778798,0.9515378,-0.00362531,-0.007324522,-9.411773,0.0044003017,0.0001413151,-1.0667287,0.00094280514,-0.00469753,-0.8673272,-0.012166368,0.00029545446,-5.279599,-0.011306972,0.008696486,-1.7630391,-0.006392244,0.0020129248
disco,disco.00016.wav,0.11424808429118774,76426.0,-42.592518,-53.66165,-0.000102688704,-0.0013559418,2520.434662364383,0.8415727164830004,0.43289493360721176,0.45442283,0.50761455,0.45746005,0.45282885,0.52792543,0.40667036,0.41206643,0.3402083,0.33560875,0.4338775,0.41845366,0.47473785,123.046875,5334.772696659483,1.5103505,2562.658796592373,3084.153098209038,3567.894141757351,-35.856197,0.07592134,0.030122096,83.80528,-0.031170236,-0.023057546,-2.9019706,0.010667832,0.00051818276,32.213963,-0.010141706,0.009417437,9.144426,-0.024947971,0.019170592,4.18242,0.0036272567,0.0060628685,0.1370866,0.0020845095,-0.0015273204,11.094397,-0.0042802454,-0.0039916122,-2.8947356,0.013563453,0.0074181743,7.9954515,0.009265306,0.0016678073,0.6289428,-0.00016620169,0.003377476,3.6732092,0.0025811605,0.003177046,3.7831783,-0.0016471129,-0.0005487975
disco,disco.00017.wav,0.12072102486948956,79989.0,-73.55112,-75.9798,3.1653633e-07,-7.4978648e-06,2564.2888414229064,0.2066016539947808,-0.2958167553683321,0.48638308,0.36115116,0.5284547,0.43105814,0.38022107,0.43260634,0.37443954,0.52003616,0.26928678,0.28421402,0.44689843,0.3397797,123.046875,5388.221942521027,1.7014393,2669.924041000966,3242.6017947991913,3767.8736124250363,-98.18701,-0.02870438,-0.028638352,92.406166,-0.01179235,0.0027600094,2.6589994,-0.012967646,0.004402078,19.365164,0.030886332,0.023589713,3.5725617,-0.0290986,0.00072092394,-1.7528334,-0.00093561865,0.0043237144,-1.7048805,-0.007073735,-0.005780074,-3.1811247,-0.015509122,0.00215834,-9.103381,-0.01721302,0.00093746244,-4.084536,-0.011758301,0.0047209226,-5.1873956,-0.009110792,-0.0009330938,-5.481767,0.002595515,0.003263222,-4.2330327,-0.0010858906,0.0067149787
disco,disco.00018.wav,0.14358338771268367,95153.0,-69.52939,-64.74477,-4.042857e-06,-2.2288257e-05,3043.112394267485,0.43824690932860494,-0.2345942876501037,0.36183155,0.43809354,0.29673547,0.34020776,0.29752588,0.2812673,0.40924105,0.365345,0.4911605,0.3273567,0.38477936,0.4480411,123.046875,6837.516427095417,1.8511599,3000.5785927238876,3471.2352260516464,3891.704839154852,-73.086945,0.103573926,0.09133487,71.74661,-0.010091926,0.0107075,12.055069,-0.040974397,-0.01484334,1.4190236,-0.012691424,0.008713573,4.5368185,-0.0029725977,-0.00066585717,10.854836,-0.0068369415,-0.009809776,3.867709,-0.017702078,-0.006615242,0.938452,-0.009555152,-0.0042508338,-5.9773855,-0.0046928963,0.001973358,9.039347,0.009843612,0.0027880897,-2.3677554,-0.0005618687,-0.003234588,3.5528107,-0.006992169,-0.0026042943,-0.14295736,-0.0016731903,-0.004846135
disco,disco.00019.wav,0.10365534971964424,68705.0,-60.26154,-70.11544,-2.3906978e-06,-2.7364958e-06,2117.600893757939,-1.1663065324688493,-1.4381352125472104,0.36937788,0.37306032,0.53375685,0.5034798,0.44068044,0.4749788,0.36040232,0.43747282,0.38495988,0.5148171,0.5766547,0.37093815,117.45383522727273,4198.641535854118,1.6292251,2143.8668309867053,2722.66297671814,3283.364312605809,-95.046036,0.0063954033,-0.015942035,109.33905,0.021852521,0.040151037,-30.173485,-0.04017291,-0.023335863,16.371214,0.0081408825,0.015948487,20.04151,-0.003800008,-0.0011588781,11.963911,0.012318678,-0.007372227,3.490323,0.006761368,0.0034385032,6.1774545,-0.0015901461,-0.0073604584,5.204813,0.009213555,-0.000735297,8.618461,0.006866635,-0.006451457,0.3315828,-0.005336542,-0.00486232,0.38170958,-0.0021907636,-0.003113622,0.5376681,-0.003190273,-0.0059283525
disco,disco.00020.wav,0.10326298760150812,68426.0,-63.59552,-62.810574,-2.1127165e-07,-6.0348966e-06,2116.937132047034,-1.2084174243478911,0.18559301265351882,0.34223822,0.34231994,0.32239887,0.4118337,0.2934409,0.2474471,0.34705076,0.24535373,0.28585345,0.2968859,0.4125245,0.56335163,161.4990234375,4349.140806264501,1.5544912,2114.133686793271,2596.2723127850163,3074.577689288728,-104.13797,-0.19766413,-0.01195404,105.871155,0.09194671,-0.004333837,-14.32759,-0.03193081,0.00083992374,36.710423,-0.029176261,-0.0007101444,-10.330668,0.010664591,0.0032645813,16.791773,-0.021964584,-0.015451449,-6.818429,0.009634876,-0.0032572905,8.1312,-0.025795894,0.0028210909,-4.46437,-0.009983475,-0.0013647336,0.9813637,-0.016140167,0.0042201933,-10.006949,-0.015088555,0.0027762046,0.375473,-0.018448003,0.001930953,-1.7045553,-0.0022909034,0.0015160205
disco,disco.00021.wav,0.12404534029389018,82220.0,-45.66102,-66.20407,-4.412747e-06,-9.224229e-06,3248.7101133407705,1.1872592344405135,-0.21009659107238687,0.7455489,0.5254885,0.3932887,0.33285177,0.28595343,0.22942896,0.2389152,0.41193387,0.35565135,0.35722274,0.43088564,0.50834936,107.666015625,7422.743256960557,1.6784855,3305.0654052412287,3736.2977369631217,4115.779967271875,-115.077194,0.09219443,-0.046469875,70.42093,-0.032160677,0.0014524375,31.231396,0.0489419,-0.013418038,11.171844,0.013440099,-0.006990838,13.070835,0.014657942,0.00014368656,3.878579,0.028921029,0.0025990794,1.8067201,0.014928406,-0.0073514725,4.9745398,0.025852133,-0.0027418837,-1.0353943,0.017299535,-0.0031127802,3.9286354,-0.0015459408,-0.0032432147,-1.2870673,0.017245134,-0.0053204843,-0.68899393,0.004549889,-0.0021938325,-1.0698988,0.007184587,0.0014023159
disco,disco.00022.wav,0.17288668249709976,114582.0,-67.76879,-74.37395,-5.210529e-06,-1.2613611e-05,3708.111084945484,0.8694901192403317,-0.8481914033902836,0.34103227,0.36171275,0.46618086,0.44113275,0.5042932,0.4753978,0.5736876,0.43951058,0.3156938,0.46749106,0.42805433,0.41048938,123.046875,7808.475701493619,1.4519438,3249.5970109617488,3639.444438157866,3977.585097996359,-71.953896,0.04359716,-0.009934532,46.87051,-0.024332576,0.022140345,21.02663,-0.0015040616,-0.009643727,29.955154,-0.020233165,0.00829147,9.50348,0.009288258,-0.0015291518,2.3987136,-0.0023502961,0.0059816362,8.242609,0.015266923,0.0023556522,2.5120273,-0.00028086666,0.002992341,-2.1593833,-0.0013287876,0.00012738208,0.44539666,0.0047568064,-0.0029480984,-0.22787976,0.019085163,0.0029742157,-1.5480237,0.0030331402,0.006684229,-3.60627,0.0072683333,0.007937052
disco,disco.00023.wav,0.15097822409126063,100076.0,-69.74216,-58.541267,2.6267818e-07,-9.648684e-06,3167.5553240363656,-0.8728457634659532,0.23131980887788064,0.45452645,0.373259,0.398638,0.45151713,0.39006183,0.47304827,0.4580967,0.53329325,0.46804085,0.41077873,0.4314758,0.38199103,112.34714673913044,6730.133523963167,1.4788959,2934.8804408393594,3398.693129025506,3813.5660097560867,-32.176426,-0.03519228,0.0006060803,60.042603,0.038067024,0.0016545128,3.3742273,0.020648882,0.020226534,18.975922,0.018665325,0.0042780368,4.3331447,0.036193725,0.008483873,0.68896514,0.032167178,0.0007616395,-2.0220764,0.0244344,0.008263689,1.329652,-0.0019582908,0.010076761,-4.6426954,0.016474944,0.007775808,3.790977,0.010623983,-0.0023825322,-6.739723,0.000512975,-0.002005152,-4.8872533,0.001839081,0.002756796,-2.336693,0.0046775215,0.0043883207
disco,disco.00024.wav,0.12021650534126063,79652.0,-71.61153,-74.38716,-4.2687334e-06,-1.0587086e-05,2624.8146292704746,0.2314555402909292,-0.4291922722805162,0.28671688,0.36967087,0.2740699,0.37176877,0.3111177,0.4872512,0.5516754,0.37533617,0.50855947,0.28271693,0.37627682,0.27769038,129.19921875,5605.777239522912,1.5294886,2709.8971083970696,3302.961855561892,3830.2109008611196,-69.63065,-0.016271215,-0.038572542,83.07227,-0.0057822564,0.018704925,-16.599928,-0.013230156,-0.002679735,0.118371174,-0.009189956,-0.013261894,7.420607,-0.0012965855,0.00089832564,0.7700079,-0.0048112916,0.0055655255,1.3374783,-0.016064934,0.00515264,4.695799,-0.0125753665,0.0015896152,-1.4168245,0.00456254,-0.0013814421,3.319435,-0.0020405562,-0.0031219746,-2.8782651,0.0050618835,-0.007151014,-8.20215,0.011458615,-0.003876724,-5.767511,-0.007213091,-0.0008129199
disco,disco.00025.wav,0.09966035564095127,66068.0,-70.28909,-74.0941,-2.7599003e-07,-6.660332e-06,2410.172991720571,0.5727182872782388,0.1662427297657294,0.5332137,0.49431622,0.34369978,0.2574079,0.2519818,0.4273833,0.330183,0.37259182,0.37753347,0.2804162,0.32195953,0.3048102,123.046875,5080.420375036253,2.0055363,2575.78379596989,3188.670035692814,3745.7972978990115,-124.16993,0.05614678,0.035846,90.155014,-0.049024507,-0.007026415,-11.328686,-0.02167174,-0.0045185788,10.931417,0.00837809,-0.0071891556,-1.1485722,-0.00012774515,-0.0029068876,-3.7591834,-0.018514248,0.008505669,-0.85792863,-0.01490232,-0.000983364,-3.8354802,-0.0055977134,-0.0036813691,-3.7047462,-0.004998412,0.0024291025,-0.25987902,-0.0036284786,0.003509593,-5.8160195,0.004139477,0.0024541277,-3.4383402,-0.0039148675,0.004450657,-4.632643,-0.011489467,-0.00028960075
disco,disco.00026.wav,0.13159576203596288,87232.0,-69.13185,-57.47227,4.008752e-06,2.5914705e-06,3043.442618665026,1.0749806784192182,-0.014091889789090479,0.34151763,0.33510324,0.45916337,0.364668,0.4271808,0.5091317,0.43089533,0.51654315,0.37167898,0.38940254,0.3743127,0.29491514,117.45383522727273,6612.500283225783,1.718683,2969.142812285463,3452.4463822628613,3886.208539776803,-68.05401,0.06154953,-0.016598297,66.35393,-0.030322524,-0.0022659048,11.858418,-0.014963067,-0.0018943612,21.97744,-0.0077346587,0.005570386,9.757755,-0.020758295,0.004536757,6.6893187,-0.01781276,-0.0019601032,1.5989807,-0.018300876,-0.0051437593,3.808797,-0.024743756,-0.00012227186,0.95074654,-0.01095252,0.0049021402,4.7707677,-0.009945605,0.001554523,-4.210415,-0.0055648074,-0.002331588,-0.06348855,0.0009954973,0.0004514785,-1.2341597,0.00115998,0.002019862
disco,disco.00027.wav,0.10118297745069606,67017.0,-63.00215,-46.406643,-7.664393e-06,-1.4826465e-05,2908.6746448662057,-1.315831079281043,-0.35664742424783097,0.44453532,0.42292368,0.44803476,0.45002368,0.52102727,0.5122193,0.45396957,0.45546067,0.49113852,0.55919087,0.5522802,0.51423585,112.34714673913044,6348.173137054089,2.1547794,2990.137959225662,3528.895801294141,4005.166109915628,-155.67004,0.17636219,0.013068138,60.623177,0.053961262,0.015461402,23.156448,-0.075832576,0.0062766485,31.176702,-0.007986749,-0.008064572,25.046492,-0.025461938,5.6696786e-06,16.90212,-0.014241118,0.0035415194,9.445917,0.01709062,-0.0023776283,8.451037,0.0043646554,-0.005268397,5.319857,-0.0063184155,-0.003444362,6.5556526,-0.014887167,0.0018704544,5.7695866,0.0011341197,0.0021503107,3.9236524,0.0035807004,0.000772311,7.5681057,0.017627029,-0.0024309605
disco,disco.00028.wav,0.19837511480085074,131527.0,-63.191555,-63.301193,7.804904e-07,-6.8189083e-06,3715.1863613325804,2.5360702464175557,-0.2507387658385678,0.41889715,0.4984923,0.6146534,0.52357686,0.45308933,0.46475434,0.4560589,0.5770914,0.47647706,0.45104584,0.47452384,0.38870376,123.046875,7728.130041418938,1.4993672,3188.9053415296917,3598.332568248887,3954.8400534917123,-20.4939,-0.018505523,-0.048559427,53.692123,-0.031579953,0.01902214,5.9808583,0.034568213,0.010966631,10.135651,-0.013308061,-0.0027362641,17.066591,0.016385913,-0.004206812,9.531477,-0.011772953,-0.00545274,4.6186805,0.0077984007,0.003117075,6.3997,-0.0017374699,0.00281288,-0.3361653,0.00035202826,-0.005290892,1.7284749,0.009890539,-0.0046121133,3.6760638,-0.0045490414,0.00081547396,-0.7774312,0.004404192,-0.0035696642,-5.8819685,0.0072335764,-0.006351192
disco,disco.00029.wav,0.13853592662412992,91823.0,-68.38467,-73.12688,-2.5510053e-06,-1.0603909e-05,3075.0244879299935,0.178407195978141,-0.9057088796274906,0.31102356,0.36772388,0.3528391,0.3997704,0.48791343,0.44132078,0.47241455,0.4308545,0.41895887,0.3147705,0.29436928,0.31663167,103.359375,6847.716803672419,1.523023,3031.615634612722,3556.6125387013612,4018.556026190868,-58.975624,0.1146618,-0.036179002,68.86752,-0.03135886,0.013622821,-8.4672365,-0.020253794,-0.0068834294,3.615686,0.042099424,0.005780754,5.0683937,-0.009461287,-0.005886339,3.2651877,-0.008840159,-0.0013286859,13.515074,-0.01134087,-0.002927494,-1.3705547,0.012576641,0.005392766,1.6674578,0.02976048,-0.001572021,3.7045982,0.005952209,-0.0069234595,-3.7095897,0.030990778,-0.00605901,-0.3285946,0.0046892357,-0.0040838253,-2.8358054,0.016307918,-0.0017891224
disco,disco.00030.wav,0.15077543443058777,99894.0,-62.986603,-70.97449,3.7625787e-06,-4.8035267e-06,3167.957019564375,-0.8846688216455422,-0.13066242019782612,0.49326965,0.42275792,0.4943019,0.4710125,0.47001737,0.341682,0.35747886,0.42243013,0.4360573,0.51560605,0.43623644,0.5405803,135.99917763157896,6935.539964290893,1.4054352,3047.7515849638935,3518.8675543881272,3941.5458688370995,-40.752613,-0.04592201,-0.0090703545,63.94863,0.018264689,0.004218527,4.9002733,0.006585082,0.009229942,16.338194,0.031879697,0.007770522,12.109655,0.04262272,0.0022901515,9.335104,0.010969122,0.0032503721,4.537441,0.0044581117,4.799626e-05,5.185624,0.0062181186,0.00024616378,-0.590275,0.009241618,-0.0008725795,-0.08554641,-0.0021598253,-0.0021699537,2.94747,-0.0106028505,-0.00036505517,-1.4827536,-0.004710638,0.002967265,-1.7634144,0.0015284604,0.0018954797
disco,disco.00031.wav,0.17375184285576178,115125.0,-54.259384,-68.07295,-3.9213287e-06,-4.6036507e-06,3256.8245922155297,0.3851924427606356,-0.592409499824189,0.35350525,0.41031882,0.46099004,0.3189783,0.3754039,0.32057506,0.5033431,0.5408625,0.42337793,0.45087242,0.36117774,0.4867573,123.046875,6681.488136238399,1.402038,2898.2479074691846,3364.8864839189805,3781.3746692102095,-66.57301,0.09799283,-0.032936953,58.33059,-0.0090989955,0.021771558,-8.167375,0.021354396,-0.009478028,15.471976,-0.0021724687,-0.0018536489,5.5654945,-0.012710905,-0.0026890163,7.68508,0.0016733864,-0.008666781,4.063464,-0.00096723373,0.0025209342,-3.5938892,-0.0039957413,0.0027690616,-1.3324878,-0.0033377097,0.0013719157,1.6080923,-0.0052129705,0.0014998786,-5.4819927,-0.00081401743,-0.0013516637,-3.7419508,0.0048204255,-0.004682355,-3.2483392,-0.0077365916,-0.0021627264
disco,disco.00032.wav,0.12325117519818252,81706.0,-73.189896,-71.86885,-2.5121892e-07,-7.5770686e-06,2446.9732041150987,-2.5442251871998534,0.13885618538465605,0.3794803,0.2942013,0.3922879,0.35718754,0.4677676,0.43462318,0.3031643,0.32163286,0.37639037,0.59397936,0.24307744,0.25712228,112.34714673913044,4958.032509788283,1.8037717,2449.1310646818765,3047.4138195296873,3595.394962346023,-123.33121,-0.055517707,-0.09857008,86.98849,0.096914575,0.0062411088,-22.510225,-0.049833283,0.014331017,6.942469,0.0097198635,-0.015662162,8.465196,0.03161904,-0.013511301,12.644245,0.0042403,-0.003564748,-0.8552823,0.014059168,-0.0065678754,-0.83469874,0.010369344,-0.0012686653,-3.2606728,0.007887948,-0.008306108,2.6243713,0.015789725,-0.0030531206,-0.77050847,0.011741774,-0.0011687544,-0.41433403,0.008967272,0.0040088706,-3.8346293,-0.019519808,-0.0053078267
disco,disco.00033.wav,0.1244871725154679,82506.0,-60.283653,-39.236256,3.960276e-06,-2.0776872e-06,2450.0566407004226,0.16632239860755094,-0.10971324274848936,0.45866045,0.29084462,0.33762136,0.27619293,0.45758688,0.63802445,0.36891726,0.37891144,0.34541065,0.50055367,0.33764404,0.31227314,129.19921875,5023.3482272331785,1.4001311,2387.704915648652,2871.824570022427,3339.5051953007287,-57.816143,0.040040772,-0.019651696,86.559784,0.0033302011,0.010341454,-11.807115,-0.025497938,-0.010268086,38.770008,-0.024846684,0.003182281,2.370802,-0.0010864143,-0.0040915688,8.826809,0.013886968,-0.010996997,-1.2821877,0.007356373,0.010190104,9.910631,0.0009857698,0.00046940765,-1.6604491,0.0142204305,-0.003579839,9.840833,0.011319747,-0.0016233893,3.008505,-0.005566655,0.001789823,7.504814,-0.015606927,0.0029987823,1.7077204,-0.0012593354,0.0003164567
disco,disco.00034.wav,0.18081285044470224,119836.0,-69.38102,-75.777565,2.3609327e-07,-4.3422924e-06,3653.6600398704595,-0.04044530598313769,0.7275147207644267,0.23292899,0.37371486,0.517209,0.37882525,0.3642006,0.35039797,0.48755836,0.3939679,0.30736837,0.35535145,0.23649417,0.29424274,129.19921875,7835.304773600638,1.2233557,3234.117413102966,3601.6603206089467,3925.8635067032233,-65.7685,0.02224587,-0.008745804,52.818348,-0.009406322,-0.014272529,16.573313,-0.004457264,-0.0054967175,12.561863,0.0109675415,-0.004802034,5.6153107,-0.0038422204,-0.001718974,8.380825,-0.010479908,-0.0018361616,-0.6204211,-0.012717319,-0.0030658527,-0.6156937,0.008755717,-0.0032261806,-4.0818486,-0.010592146,-0.0016617542,0.6821998,-0.0144278575,0.0060861306,-7.784731,0.009314659,-0.0068193893,-1.8936242,0.004686009,-0.002757353,-7.254853,-0.0074923765,0.0015054436
disco,disco.00035.wav,0.17633637253480278,116809.0,-70.606094,-77.11737,9.100253e-07,-1.438158e-05,3623.472822634945,0.73087685887399,-1.445015986171677,0.27408034,0.29105976,0.3583611,0.57846016,0.4494136,0.45316625,0.4489005,0.375735,0.39332435,0.37679407,0.51114774,0.32002246,123.046875,7702.866414860064,1.5840322,3229.7424316453403,3634.991031794932,3989.01386911926,-51.76516,0.15529639,-0.053545345,55.671803,-0.037669443,0.04252911,11.406057,0.016135301,0.002513357,7.478552,-0.004664379,0.009143523,12.002954,0.011342033,0.0028484836,6.2611246,0.001998301,0.0038191364,4.352581,-0.016150517,0.011078662,4.310239,-0.0034689864,0.0039711595,-5.940638,-0.0032663553,0.0011961589,0.56399125,-0.0084648505,0.010863363,3.5921662,-0.007853514,0.0015930224,-2.3924642,-0.003807258,-0.00070696016,-5.827445,-0.01600711,0.006467209
disco,disco.00036.wav,0.16203007178074247,107394.0,-62.195396,-56.70408,4.61689e-06,-9.743213e-06,3347.8914155592065,-1.6283766558797776,0.07808592062690055,0.5258702,0.40978295,0.44978142,0.32549766,0.40041357,0.49463505,0.3750326,0.52912927,0.42428035,0.5326158,0.36449835,0.38581225,135.99917763157896,7057.02020419446,1.505835,3013.0752701327133,3424.089026509329,3793.1156715145776,-23.554235,0.06937772,-0.050987717,57.342735,0.0317594,0.006154933,6.998448,-0.035529777,0.009312573,16.543451,0.01628843,0.005248544,5.511961,0.0070947106,0.0016183042,11.862946,0.0026967388,-0.008438555,1.6884779,0.0045804232,0.0052500265,5.4613194,-0.0026513725,0.0002706355,2.7518313,-0.008022197,1.1981779e-05,7.33802,-0.002509885,0.00041395993,1.9618068,0.0040900684,-0.0038948199,1.2653592,0.008390715,-0.0013792809,-2.344999,0.001647406,0.0012476817
disco,disco.00037.wav,0.19001126860982212,125925.0,-62.28333,-59.364216,6.5136453e-07,-2.9231976e-06,3637.15709215702,-0.6563026223296384,-0.24757834745644527,0.39841503,0.50223505,0.41656885,0.41654092,0.45228037,0.5760637,0.7405218,0.5112841,0.4018823,0.3451424,0.3956039,0.29696813,129.19921875,7770.988276718387,1.3925008,3198.92805420669,3596.248358078538,3942.6555037924622,-26.572124,-0.0340049,-0.0043243608,52.05681,0.009704177,0.011054722,4.1798263,-0.006862451,-0.0023719897,12.867351,0.012478916,-0.0054738773,16.744804,0.007317643,-2.0934e-05,10.1250925,-0.0058764447,-0.008623464,4.477274,0.005932088,-0.0010829918,6.3274975,0.002412019,-0.001627138,1.1676531,0.005694281,0.00020032766,0.65146893,0.001847515,0.0039182566,4.6326404,0.025388766,0.004519115,2.135598,-0.014416696,0.0006340734,-3.3680084,-0.008370548,-0.000279962
disco,disco.00038.wav,0.16820212804524362,111436.0,-68.280914,-61.848015,5.17483e-07,-8.928587e-06,3353.4041593917245,-0.30422414929748764,-0.2901523719806524,0.400219,0.33379132,0.3741684,0.33591,0.41538516,0.48489475,0.40158546,0.44751728,0.3618177,0.3021404,0.2822022,0.307596,123.046875,7042.789638014791,1.4582324,2986.922593222054,3455.530171056108,3868.7891294004717,-77.44353,-0.03522023,-0.008627618,52.19202,0.030689502,0.014838104,-9.003064,0.068460464,-0.007991164,12.85945,0.047094513,0.0025397826,8.564754,0.0100756595,-0.00010493147,2.8909404,0.01715339,-0.0032095877,8.930611,0.014872888,0.0037902163,4.0074058,0.006473012,0.00078606367,-7.3485837,0.0076076384,0.0047168154,-2.2597075,0.020603027,0.003835709,0.95998895,0.016475873,-0.00093066297,-1.0451938,0.007885364,0.0027377612,-3.765717,-0.008647615,0.0025999027
